"clusterName","Location","cifsServerName","cifsShareName","cifsSharePath","cifsShareComments","hostingVolume","hostingVolumeUsedSize(GB)"
"thunder","Brisbane","thunderSVM051","Sales&ServiceProfileU106Link0","/vol/thunderSVM051_vol001/Sales&ServiceProfileU106Link0",,"thunderSVM051_vol001","5178"
"thunder","Brisbane","thunderSVM055","CorpITProfileU106Link0","/thunderSVM055_vol001/CorpITProfileU106Link0",,"thunderSVM055_vol001","47604"
"thunder","Brisbane","thunderSVM066","Information Technology","/thunderSVM066_vol002/Information Technology",,"thunderSVM066_vol002","25946"
"thunder","Brisbane","thunderSVM065","P&P Corporate Core and Enterprise Coaching","/thunderSVM065_vol002/legacydata1/P&P Corporate Core and Enterprise Coaching",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM063","np0021_home1","/thunderSVM063_vol001",,"thunderSVM063_vol001","25744"
"thunder","Brisbane","thunderSVM065","Apfast","/thunderSVM065_vol007/groupdata/Apfast",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM067","ARCHIVING","/thunderSVM067_vol001/legacydata1/ARCHIVING","ARCHIVING","thunderSVM067_vol001","303"
"thunder","Brisbane","thunderSVM088","np0005_profiles1","/thunderSVM088_vol003",,"thunderSVM088_vol003","6"
"thunder","Brisbane","AU2106NT0050","AU2106NT0050_vol002","/vol/AU2106NT0050_vol002",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM065","FCCADMIN","/thunderSVM065_vol003/legacydata2/FCCADMIN",,"thunderSVM065_vol003","50460"
"thunder","Brisbane","AU2106NT0050","Sales&ServiceGroupdataU106","/vol/AU2106NT0050_vol002/Sales&ServiceGroupdataU106",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM066","np0006_group1","/thunderSVM066_vol001",,"thunderSVM066_vol001","90146"
"thunder","Brisbane","thunderSVM093","MFRSVP","/thunderSVM093_MFRSVP",,"thunderSVM093_MFRSVP","3"
"thunder","Brisbane","thunderSVM101","np0019_home2_sv","/np0019_home2_sv",,"np0019_home2_sv","3137"
"thunder","Brisbane","thunderSVM065","CDMS","/thunderSVM065_vol007/groupdata/CDMS",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM052","ContactCentresGroupdataU106","/vol/thunderSVM052_vol002/ContactCentresGroupdataU106",,"thunderSVM052_vol002","860"
"thunder","Brisbane","thunderSVM065","CMSData","/thunderSVM065_vol006/legacydata5/CMSData",,"thunderSVM065_vol006","11270"
"thunder","Brisbane","AU2106NT0050","AU2106NT0050_vol003","/AU2106NT0050_vol003",,"AU2106NT0050_vol003","216"
"thunder","Brisbane","thunderSVM065","GTBanking","/thunderSVM065_vol005/legacydata4/GTBanking",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","GPUW","/thunderSVM065_vol004/legacydata3/GPUW",,"thunderSVM065_vol004","9727"
"thunder","Brisbane","thunderSVM050","RetailGroupdataU106","/vol/thunderSVM050_vol002/RetailGroupdataU106",,"thunderSVM050_vol002","369"
"thunder","Brisbane","AU2106NT0050","ContactCentresProfileU106Link6","/vol/AU2106NT0050_vol001/ContactCentresProfileU106Link6",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM100","ydrive","/np0024_group4_sv_Do_Not_Delete_INC/vault/ydrive",,"np0024_group4_sv_Do_Not_Delete_INC","7987"
"thunder","Brisbane","AU2106NT0050","Sparx_DEV1","/AU2106NT0050_vol010/Sparx_DEV1",,"AU2106NT0050_vol010","0"
"thunder","Brisbane","thunderSVM065","ufoit","/thunderSVM065_vol005/legacydata4/ufoit",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","transform","/thunderSVM065_vol005/legacydata4/transform",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","WIBTax","/thunderSVM065_vol005/legacydata4/WIBTax",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","DbkMgnt","/thunderSVM065_vol005/legacydata4/DbkMgnt",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM067","PDQG","/thunderSVM067_vol004/Product Delivery and Quality Growth","Balance Sheet Quality - Simon Barbetti - INC000009171957","thunderSVM067_vol004","1365"
"thunder","Brisbane","thunderSVM065","Bulkfile","/thunderSVM065_vol002/legacydata1/Bulkfile",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM065","SDD","/thunderSVM065_vol007/groupdata/SDD","INC000016224760_SDD","thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM073","genkeykek","/thunderSVM073_vol001/gasper/genkeykek",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","thunderSVM065","win2k-esi","/thunderSVM065_vol002/legacydata1/win2k-esi",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM100","np0024_group5_sv","/np0024_group5_sv_Do_Not_Delete_INC",,"np0024_group5_sv_Do_Not_Delete_INC","12173"
"thunder","Brisbane","AU2106NT0050","GroupOperationsProfileU104Link3","/vol/AU2106NT0050_vol001/GroupOperationsProfileU104Link3",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM065","Gcm","/thunderSVM065_vol005/legacydata4/Gcm",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM066","Public New","/thunderSVM066_vol009/Public New","INC000018046005_Public_New","thunderSVM066_vol009","1492"
"thunder","Brisbane","thunderSVM062","Webtop2B - SS1 and Auth Jnct","/thunderSVM062_vol001/legacydata1/Webtop2B - SS1 and Auth Jnct","Webtop2B - SS1 and Auth Jnct","thunderSVM062_vol001","265"
"thunder","Brisbane","AU2106NT0050","Major Property Projects","/AU2106NT0050_vol003/Major Property Projects",,"AU2106NT0050_vol003","216"
"thunder","Brisbane","thunderSVM065","97Train","/thunderSVM065_vol005/legacydata4/97Train",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM050","thunderSVM050_vol001","/vol/thunderSVM050_vol001",,"thunderSVM050_vol001","6758"
"thunder","Brisbane","AU2106NT0050","AU2106NT0050_vol004","/AU2106NT0050_vol004",,"AU2106NT0050_vol004","94"
"thunder","Brisbane","thunderSVM065","SIRS","/thunderSVM065_vol005/legacydata4/SIRS",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM101","np0019_citrix_profiles3_sv","/np0019_citrix_profiles3_sv",,"np0019_citrix_profiles3_sv",
"thunder","Brisbane","thunderSVM050","RetailHomeU106Link6","/vol/thunderSVM050_vol001/RetailHomeU106Link6",,"thunderSVM050_vol001","6758"
"thunder","Brisbane","AU2106NT0050","Sales&ServiceHomeU104Link1","/vol/AU2106NT0050_vol001/Sales&ServiceHomeU104Link1",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","AU2106NT0050","xenapphome$","/AU2106NT0050_vol008",,"AU2106NT0050_vol008","1"
"thunder","Brisbane","thunderSVM094","RetailSTG_NSW_UEC","/thunderSVM094_vol002",,"thunderSVM094_vol002","2"
"thunder","Brisbane","thunderSVM053","thunderSVM053_vol001","/vol/thunderSVM053_vol001",,"thunderSVM053_vol001","7143"
"thunder","Brisbane","thunderSVM086","Home1","/thunderSVM086_vol001/home1",,"thunderSVM086_vol001","1464"
"thunder","Brisbane","thunderSVM065","Leverage","/thunderSVM065_vol007/groupdata/Leverage",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM060","sp0080_group1_dr","/thunderSVM060_vol001",,"thunderSVM060_vol001","30879"
"thunder","Brisbane","AU2106NT0050","RetailHomeU106Link8","/vol/AU2106NT0050_vol001/RetailHomeU106Link8",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM065","DRTEST1","/thunderSVM065_vol002/legacydata1/DRTEST1",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM065","ClientServicesAdelaide","/thunderSVM065_vol007/Client Services Adelaide",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","AU2106NT0050","ContactCentresGroupdataU106","/vol/AU2106NT0050_vol002/ContactCentresGroupdataU106",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM073","MapInfo_AnySite","/thunderSVM073_vol001/gasper/MapInfo_AnySite",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","AU2106NT0050","Qlikview_secure","/AU2106NT0050_Qlikview",,"AU2106NT0050_Qlikview","933"
"thunder","Brisbane","thunderSVM053","GroupOperationsProfileU106Link4","/vol/thunderSVM053_vol001/GroupOperationsProfileU106Link4",,"thunderSVM053_vol001","7143"
"thunder","Brisbane","thunderSVM051","Sales&ServiceProfileU106Link8","/vol/thunderSVM051_vol001/Sales&ServiceProfileU106Link8",,"thunderSVM051_vol001","5178"
"thunder","Brisbane","thunderSVM066","np0006_group3","/thunderSVM066_vol003",,"thunderSVM066_vol003","10"
"thunder","Brisbane","AU2106NT0050","COM_002_SVP","/AU2106NT0050_COM_002_SVP",,"AU2106NT0050_COM_002_SVP","34"
"thunder","Brisbane","AU2106NT0050","ContactCentresHomeU106Link6","/vol/AU2106NT0050_vol001/ContactCentresHomeU106Link6",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM052","ContactCentresHomeU106Link6","/vol/thunderSVM052_vol001/ContactCentresHomeU106Link6",,"thunderSVM052_vol001","694"
"thunder","Brisbane","thunderSVM051","Sales&ServiceProfileU106Link2","/vol/thunderSVM051_vol001/Sales&ServiceProfileU106Link2",,"thunderSVM051_vol001","5178"
"thunder","Brisbane","AU2106NT0050","ContactCentresHomeU104Link9","/vol/AU2106NT0050_vol001/ContactCentresHomeU104Link9",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM055","CorpITProfileU106Link2","/thunderSVM055_vol001/CorpITProfileU106Link2",,"thunderSVM055_vol001","47604"
"thunder","Brisbane","AU2106NT0050","Sales&ServiceHomeU106Link4","/vol/AU2106NT0050_vol001/Sales&ServiceHomeU106Link4",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM050","thunderSVM050_vol002","/vol/thunderSVM050_vol002",,"thunderSVM050_vol002","369"
"thunder","Brisbane","AU2106NT0050","Westpac ChildCare","/AU2106NT0050_vol003/groupdata/Westpac ChildCare",,"AU2106NT0050_vol003","216"
"thunder","Brisbane","AU2106NT0050","GroupOperationsGroupdataU104","/vol/AU2106NT0050_vol002/GroupOperationsGroupdataU104",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM055","Westpac_Workplace_Banking","/thunderSVM055_vol002/GroupData/Westpac_Workplace_Banking",,"thunderSVM055_vol002","944"
"thunder","Brisbane","thunderSVM052","ContactCentresProfileU106Link6","/vol/thunderSVM052_vol001/ContactCentresProfileU106Link6",,"thunderSVM052_vol001","694"
"thunder","Brisbane","thunderSVM063","Home2","/thunderSVM063_vol002/home2",,"thunderSVM063_vol002","27402"
"thunder","Brisbane","thunderSVM053","thunderSVM053_vol002","/vol/thunderSVM053_vol002",,"thunderSVM053_vol002","30103"
"thunder","Brisbane","thunderSVM051","thunderSVM051_vol001","/vol/thunderSVM051_vol001",,"thunderSVM051_vol001","5178"
"thunder","Brisbane","thunderSVM067","np0018_group3_Dr","/thunderSVM067_vol002",,"thunderSVM067_vol002","3234"
"thunder","Brisbane","AU2106NT0050","ContactCentresProfileU106Link2","/vol/AU2106NT0050_vol001/ContactCentresProfileU106Link2",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM065","DRTEST2","/thunderSVM065_vol003/legacydata2/DRTEST2",,"thunderSVM065_vol003","50460"
"thunder","Brisbane","thunderSVM080","Home1","/thunderSVM080_vol001/Home1",,"thunderSVM080_vol001","15018"
"thunder","Brisbane","thunderSVM055","CorpITHomeU106Link8","/thunderSVM055_vol001/CorpITHomeU106Link8",,"thunderSVM055_vol001","47604"
"thunder","Brisbane","AU2106NT0050","ContactCentresGroupdataU104","/vol/AU2106NT0050_vol002/ContactCentresGroupdataU104",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM055","Synthesise Change","/thunderSVM055_vol002/GroupData/Synthesise Change",,"thunderSVM055_vol002","944"
"thunder","Brisbane","thunderSVM062","LegacyData2","/thunderSVM062_vol002/legacydata2","LegacyData2","thunderSVM062_vol002","1452"
"thunder","Brisbane","thunderSVM065","CorpAdv","/thunderSVM065_vol005/legacydata4/CorpAdv",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM050","RetailProfileU106Link4","/vol/thunderSVM050_vol001/RetailProfileU106Link4",,"thunderSVM050_vol001","6758"
"thunder","Brisbane","thunderSVM065","Consumer Online","/thunderSVM065_vol007/groupdata/Consumer Online",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM065","FM_Head_Office","/thunderSVM065_vol007/groupdata/FM_Head_Office",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM073","ATM Logs","/thunderSVM073_vol001/gasper/ATMDATA/ATM Logs",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","AU2106NT0050","RetailProfileU106Link4","/vol/AU2106NT0050_vol001/RetailProfileU106Link4",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","AU2106NT0050","Test FileOptics","/AU2106NT0050_vol004/Test FileOptics",,"AU2106NT0050_vol004","94"
"thunder","Brisbane","AU2106NT0050","GroupOperationsProfileU106Link2","/vol/AU2106NT0050_vol001/GroupOperationsProfileU106Link2",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM062","np0018_group3_Dr","/thunderSVM062_vol002",,"thunderSVM062_vol002","1452"
"thunder","Brisbane","thunderSVM077","Profiles1","/thunderSVM077_vol003/profiles1",,"thunderSVM077_vol003","1882"
"thunder","Brisbane","thunderSVM053","GroupOperationsProfileU106Link6","/vol/thunderSVM053_vol001/GroupOperationsProfileU106Link6",,"thunderSVM053_vol001","7143"
"thunder","Brisbane","thunderSVM065","GE Office BTSS","/thunderSVM065_vol007/groupdata/GE Office BTSS",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM065","pps","/thunderSVM065_vol002/legacydata1/pps",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM087","Group Operations","/thunderSVM087_vol001/Groupdata/Group Operations",,"thunderSVM087_vol001","15568"
"thunder","Brisbane","AU2106NT0050","ContactCentresHomeU104Link5","/vol/AU2106NT0050_vol001/ContactCentresHomeU104Link5",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","AU2106NT0050","CorpITHomeU106Link2","/vol/AU2106NT0050_vol001/CorpITHomeU106Link2",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM062","InfomaticaFL","/thunderSVM062_vol002/legacydata2/InfomaticaFL",,"thunderSVM062_vol002","1452"
"thunder","Brisbane","thunderSVM066","Projects","/thunderSVM066_vol001/Groupdata/Projects",,"thunderSVM066_vol001","90146"
"thunder","Brisbane","thunderSVM051","thunderSVM051_vol002","/vol/thunderSVM051_vol002",,"thunderSVM051_vol002","18"
"thunder","Brisbane","AU2106NT0050","Orion","/AU2106NT0050_O6_001",,"AU2106NT0050_O6_001","4"
"thunder","Brisbane","AU2106NT0050","GroupOperationsGroupdataU106","/vol/AU2106NT0050_vol002/GroupOperationsGroupdataU106",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM065","np0022_group6_dr","/thunderSVM065_vol007",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","AU2106NT0050","CFAL_secure","/AU2106NT0050_vol003/GroupData/Group Operations/CFAL",,"AU2106NT0050_vol003","216"
"thunder","Brisbane","thunderSVM100","qs_np0001_home1_sv","/qs_np0001_home1_sv",,"qs_np0001_home1_sv","469"
"thunder","Brisbane","thunderSVM065","bbdoc","/thunderSVM065_vol004/legacydata3/bbdoc",,"thunderSVM065_vol004","9727"
"thunder","Brisbane","AU2106NT0050","CorpITHomeU106Link8","/vol/AU2106NT0050_vol001/CorpITHomeU106Link8",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM065","FETS","/thunderSVM065_vol002/legacydata1/FETS",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM062","LegacyData1","/thunderSVM062_vol001/legacydata1",,"thunderSVM062_vol001","265"
"thunder","Brisbane","thunderSVM065","team1","/thunderSVM065_vol005/legacydata4/team1",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","GRM_Fraud","/thunderSVM065_vol003/legacydata2/GRM_Fraud",,"thunderSVM065_vol003","50460"
"thunder","Brisbane","AU2106NT0050","RetailGroupdataU104","/vol/AU2106NT0050_vol002/RetailGroupdataU104",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","thunderSVM051","Sales&ServiceHomeU106Link6","/vol/thunderSVM051_vol001/Sales&ServiceHomeU106Link6",,"thunderSVM051_vol001","5178"
"thunder","Brisbane","thunderSVM086","profiles2","/thunderSVM086_vol004/profiles2",,"thunderSVM086_vol004","10"
"thunder","Brisbane","thunderSVM073","ATM_IMAGES","/thunderSVM073_vol001/gasper/ATM_IMAGES",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","thunderSVM066","thunderSVM066_vol001_sv","/thunderSVM066_vol001_sv",,"thunderSVM066_vol001_sv","76571"
"thunder","Brisbane","thunderSVM065","Financial Services Partnerships","/thunderSVM065_vol005/legacydata4/Financial Services Partnerships",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM087","GroupData","/thunderSVM087_vol001/groupdata",,"thunderSVM087_vol001","15568"
"thunder","Brisbane","thunderSVM065","Deskbank","/thunderSVM065_vol002/legacydata1/Deskbank",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM065","LegacyData4","/thunderSVM065_vol005/legacydata4",,"thunderSVM065_vol005","13486"
"thunder","Brisbane","thunderSVM065","prodimp","/thunderSVM065_vol006/legacydata5/prodimp",,"thunderSVM065_vol006","11270"
"thunder","Brisbane","thunderSVM051","Sales&ServiceHomeU106Link2","/vol/thunderSVM051_vol001/Sales&ServiceHomeU106Link2",,"thunderSVM051_vol001","5178"
"thunder","Brisbane","thunderSVM067","thunderSVM067_vol004","/thunderSVM067_vol004",,"thunderSVM067_vol004","1365"
"thunder","Brisbane","thunderSVM101","ms_np0001_home1_sv","/ms_np0001_home1_sv",,"ms_np0001_home1_sv","2145"
"thunder","Brisbane","AU2106NT0051","Software","/Software",,"Software","5"
"thunder","Brisbane","AU2106NT0050","RetailProfileU104Link7","/vol/AU2106NT0050_vol001/RetailProfileU104Link7",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","thunderSVM065","EAI","/thunderSVM065_vol002/legacydata1/EAI",,"thunderSVM065_vol002","4417"
"thunder","Brisbane","thunderSVM065","Strategy and Execution","/thunderSVM065_vol007/groupdata/Strategy and Execution",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM065","Secure","/thunderSVM065_vol003/legacydata2/Secure",,"thunderSVM065_vol003","50460"
"thunder","Brisbane","thunderSVM055","Organisational_Change","/thunderSVM055_vol002/GroupData/Organisational_Change",,"thunderSVM055_vol002","944"
"thunder","Brisbane","thunderSVM055","CorpITHomeU106Link2","/thunderSVM055_vol001/CorpITHomeU106Link2",,"thunderSVM055_vol001","47604"
"thunder","Brisbane","thunderSVM075","np0009_cfs","/thunderSVM075_vol001",,"thunderSVM075_vol001","3590"
"thunder","Brisbane","thunderSVM077","Home2","/thunderSVM077_vol002/home2",,"thunderSVM077_vol002","22588"
"thunder","Brisbane","thunderSVM065","np0022_group2_dr","/thunderSVM065_vol003",,"thunderSVM065_vol003","50460"
"thunder","Brisbane","thunderSVM101","np0024_group2_sv","/np0024_group2_sv_Do_Not_Delete_INC",,"np0024_group2_sv_Do_Not_Delete_INC","8422"
"thunder","Brisbane","thunderSVM063","np0021_home2_dr","/thunderSVM063_vol002",,"thunderSVM063_vol002","27402"
"thunder","Brisbane","thunderSVM073","SAS","/thunderSVM073_vol001/gasper/SAS",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","thunderSVM065","Customer","/thunderSVM065_vol007/groupdata/Customer",,"thunderSVM065_vol007","44672"
"thunder","Brisbane","thunderSVM066","Profiles2","/thunderSVM066_vol005/profiles2",,"thunderSVM066_vol005","54"
"thunder","Brisbane","thunderSVM066","ContactCentres","/thunderSVM066_vol001/Groupdata/ContactCentres",,"thunderSVM066_vol001","90146"
"thunder","Brisbane","thunderSVM100","common","/np0024_group4_sv_Do_Not_Delete_INC/vault/common",,"np0024_group4_sv_Do_Not_Delete_INC","7987"
"thunder","Brisbane","AU2106NT0051","AU2106NT0051_vol003","/AU2106NT0051_vol003",,"AU2106NT0051_vol003","0"
"thunder","Brisbane","AU2106NT0050","Sales&ServiceProfileU106Link2","/vol/AU2106NT0050_vol001/Sales&ServiceProfileU106Link2",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","AU2106NT0050","GroupOperationsHomeU106Link2","/vol/AU2106NT0050_vol001/GroupOperationsHomeU106Link2",,"AU2106NT0050_vol001","11"
"thunder","Brisbane","AU2106NT0050","groupdata_test","/AU2106NT0050_vol003/groupdata",,"AU2106NT0050_vol003","216"
"thunder","Brisbane","thunderSVM073","EJ Logs","/thunderSVM073_vol001/gasper/ATMDATA/EJ Logs",,"thunderSVM073_vol001","3274"
"thunder","Brisbane","thunderSVM062","np0018_group2_dr","/thunderSVM062_vol001",,"thunderSVM062_vol001","265"
"thunder","Brisbane","AU2106NT0050","SBGenericTesting","/vol/AU2106NT0050_vol002/SBGenericTesting",,"AU2106NT0050_vol002","190"
"thunder","Brisbane","AU2106NT0050","GroupOperationsProfileU106Link0","/vol/AU2106NT0050_vol001/GroupOperationsProfileU106Link0",,"AU2106NT0050_vol001","11"
